5 41 0.15707963267948965579 0.050000000000000002775
0 12 2, NULL, 1 12 2, 0 11 0 [2] 0 13 2 [2], 0 12 0 0 12 1, -2.3505061719905127049 4.0772150719245976446 1.9989999965994746933 -2.6494938046900906592 4.9227852179144528932 1.9993289850690949549 -1.3457747875856644893 0.19614680821678739941 -0.50070998354368201345 1.3457733009883467989 -0.1961465148165652539 -0.50100049358212017659
0 13 0, NULL, 1 13 0, 0 12 0 [0] 0 14 0 [0], 0 13 1 0 13 2, 5.0084773524046708459 3.844065976231415771 -5.5010010255459098616 3.0077052368677659188 2.8819972396178523688 -3.4989983164945357431 -2.7422937895111370033 5.1518535185832510236 1.9994119815499495906 -2.2577061744260991106 3.848146799347950786 1.9989999827621462991
0 13 1, NULL, 1 13 3, 0 12 1 [1] 0 14 2 [1], 0 13 0 0 13 2, 3.0077052368677659188 2.8819972396178523688 -3.4989983164945357431 5.0084773524046708459 3.844065976231415771 -5.5010010255459098616 1.3114042158074241672 -0.25982022719181308013 -0.50100049830183379652 -1.3114055515514635442 0.25982219573555465075 -0.50064781443548544982
0 13 2, NULL, 1 13 2, 0 12 2 [2] 0 14 3 [2], 0 13 0 0 13 1, -2.2577061744260991106 3.848146799347950786 1.9989999827621462991 -2.7422937895111370033 5.1518535185832510236 1.9994119815499495906 -1.3114055515514635442 0.25982219573555465075 -0.50064781443548544982 1.3114042158074241672 -0.25982022719181308013 -0.50100049830183379652
0 14 0, NULL, 1 14 0, 0 13 0 [0] 0 15 0 [0], 0 14 2 0 14 3, 5.1832667329645447651 3.8944844731076320165 -5.5010010126757720173 2.9393389126010296408 2.897089503651652631 -3.4989976380292793224 -2.8106602094634207667 5.267767068325760249 1.9994393489588861978 -2.1893396563142526468 3.7322327056054311888 1.9989999006469107989
0 14 2, NULL, 1 14 3, 0 13 1 [1] 0 15 2 [2], 0 14 0 0 14 3, 2.9393389126010296408 2.897089503651652631 -3.4989976380292793224 5.1832667329645447651 3.8944844731076320165 -5.5010010126757720173 1.3095031023586307661 -0.32534361317194110397 -0.5009999990277790305 -1.3095031239038552596 0.32534361391130728335 -0.50058081539848697795
0 14 3, NULL, 1 14 2, 0 13 2 [2] 0 15 3 [3], 0 14 0 0 14 2, -2.1893396563142526468 3.7322327056054311888 1.9989999006469107989 -2.8106602094634207667 5.267767068325760249 1.9994393489588861978 -1.3095031239038552596 0.32534361391130728335 -0.50058081539848697795 1.3095031023586307661 -0.32534361317194110397 -0.5009999990277790305
0 15 0, NULL, 1 15 0, 0 14 0 [0] 0 16 0 [0], 0 15 2 0 15 3, 2.3400899690403442754 6.0606605374706097322 3.7312143540154303344 2.1029104293049454277 2.9393339297409415422 3.4989940576622000634 -2.8253437991326406654 5.3095036104929578257 1.9994191285619200559 -2.1746563594128343056 3.6904969234535309752 1.9989999898944967871
0 15 2, NULL, 1 15 3, 0 14 2 [2] 0 16 2 [2], 0 15 0 0 15 3, 2.1029104293049454277 2.9393339297409415422 3.4989940576622000634 2.3400899690403442754 6.0606605374706097322 3.7312143540154303344 1.267767001274479055 -0.31066014958316318096 -0.50099999899658786973 -1.2677669997802505364 0.31066021380871944312 -0.5005606824836387192
0 15 3, NULL, 1 15 2, 0 14 3 [3] 0 16 3 [3], 0 15 0 0 15 2, -2.1746563594128343056 3.6904969234535309752 1.9989999898944967871 -2.8253437991326406654 5.3095036104929578257 1.9994191285619200559 -1.2677669997802505364 0.31066021380871944312 -0.5005606824836387192 1.267767001274479055 -0.31066014958316318096 -0.50099999899658786973
0 16 0, NULL, 1 16 0, 0 15 0 [0] 0 17 0 [0], 0 16 2 0 16 3, 2.4012573290374614742 5.9922941308255328607 3.8054604676069363478 2.1180025482858830798 3.0077004082291014519 3.4989940972439619315 -2.7598201996836695394 5.3114041546793995252 1.9993518264828986641 -2.2401803743833963445 3.6885957007219984937 1.9989995017272315092
0 16 2, NULL, 1 16 3, 0 15 2 [2] 0 17 2 [2], 0 16 0 0 16 3, 2.1180025482858830798 3.0077004082291014519 3.4989940972439619315 2.4012573290374614742 5.9922941308255328607 3.8054604676069363478 1.1518533859248143436 -0.24229370835031999177 -0.50099999889577651047 -1.1518531907904741019 0.24229371485308157097 -0.50058778418380400766
0 16 3, NULL, 1 16 2, 0 15 3 [3] 0 17 3 [3], 0 16 0 0 16 2, -2.2401803743833963445 3.6885957007219984937 1.9989995017272315092 -2.7598201996836695394 5.3114041546793995252 1.9993518264828986641 -1.1518531907904741019 0.24229371485308157097 -0.50058778418380400766 1.1518533859248143436 -0.24229370835031999177 -0.50099999889577651047
0 17 0, NULL, 1 17 0, 0 16 0 [0] 0 18 0 [0], 0 17 2 0 17 3, 2.4751123009954305587 5.8994947381299898125 -2.9318601518522746652 2.1186705042622873129 3.1005001211741114452 -2.8238315367695094871 -2.6961464353535333772 5.345773801319471552 1.9992900406565303761 -2.3038537431913903575 3.6542264737390737217 1.9989995187669764575
0 17 2, NULL, 1 17 3, 0 16 2 [2] 0 18 3 [2], 0 17 0 0 17 3, 2.1186705042622873129 3.1005001211741114452 -2.8238315367695094871 2.4751123009954305587 5.8994947381299898125 -2.9318601518522746652 0.92278487389630159398 -0.14949370990997432052 -0.50099999875836864761 -0.92278658159463533562 0.14949417512481089076 -0.50067082306210197729
0 17 3, NULL, 1 17 2, 0 16 3 [3] 0 18 2 [3], 0 17 0 0 17 2, -2.3038537431913903575 3.6542264737390737217 1.9989995187669764575 -2.6961464353535333772 5.345773801319471552 1.9992900406565303761 -0.92278658159463533562 0.14949417512481089076 -0.50067082306210197729 0.92278487389630159398 -0.14949370990997432052 -0.50099999875836864761
0 18 0, NULL, 1 18 0, 0 17 0 [0] 0 19 0 [0], 0 18 2 0 18 3, -2.6961792086433424843 5.4185160127628240189 1.9992587835445132515 -2.3038217210438696192 3.5814803422213934425 1.9989962287188085543 2.351803136028333796 5.7845461841165750627 -2.9421129950717523905 2.1055657659480120358 3.2154485687447129649 -2.8430995397172567075
0 18 2, NULL, 1 18 2, 0 17 3 [3] 0 19 2 [2], 0 18 0 0 18 3, -2.3038217210438696192 3.5814803422213934425 1.9989962287188085543 -2.6961792086433424843 5.4185160127628240189 1.9992587835445132515 -0.41609277303934216752 0.034545577482843613237 -0.99911166186354694041 0.41609026107615382228 -0.034545193637738315363 -0.99899997973705112476
0 18 3, NULL, 1 18 3, 0 17 2 [2] 0 19 2 [3], 0 18 0 0 18 2, 2.1055657659480120358 3.2154485687447129649 -2.8430995397172567075 2.351803136028333796 5.7845461841165750627 -2.9421129950717523905 0.41609026107615382228 -0.034545193637738315363 -0.99899997973705112476 -0.41609277303934216752 0.034545577482843613237 -0.99911166186354694041
0 19 0, NULL, 1 19 0, 0 18 0 [0] 0 20 0 [0], 0 19 2, -2.7500004103409043666 5.5000002671360830319 1.5005087458989490034 -2.2499998618233556514 3.499997895021383254 1.5010020285046621335
0 19 2, NULL, 1 19 2, 0 18 2 [2] 0 18 3 [3] 0 20 1 [2], 0 19 0, -2.2499998618233556514 3.499997895021383254 1.5010020285046621335 -2.7500004103409043666 5.5000002671360830319 1.5005087458989490034
0 20 0, NULL, 1 20 0, 0 19 0 [0] 0 21 0 [0], 0 20 1, -2.2499995903191738478 5.4999999424686851767 1.501000475946952628 -2.7500001573868404492 3.5000000949797356319 1.5007501223464194683
0 20 1, NULL, 1 20 2, 0 19 2 [2] 0 21 1 [1] 0 21 3 [2], 0 20 0, -2.7500001573868404492 3.5000000949797356319 1.5007501223464194683 -2.2499995903191738478 5.4999999424686851767 1.501000475946952628
0 21 0, NULL, 1 21 0, 0 20 0 [0] 0 22 0 [0], 0 21 1 0 21 3, 2.025204736888947643 5.7845478578193878504 -1.2286565787923617866 2.1055658193585418125 3.2154480582884361616 -1.57229629033530105 -2.3038208748377977387 5.4185159261127644469 1.5010004505592553503 -2.6961788924865226492 3.5814839478950104556 1.5007411011780840137
0 21 1, NULL, 1 21 2, 0 20 1 [1] 0 22 1 [1], 0 21 0 0 21 3, 2.1055658193585418125 3.2154480582884361616 -1.57229629033530105 2.025204736888947643 5.7845478578193878504 -1.2286565787923617866 0.41609154993251556975 0.03454543706534266706 -0.50100024237278972806 -0.4160919094499598292 -0.034545352875505294655 -0.50088820482944995672
0 21 3, NULL, 1 21 3, 0 20 1 [2] 0 22 3 [3], 0 21 0 0 21 1, -2.6961788924865226492 3.5814839478950104556 1.5007411011780840137 -2.3038208748377977387 5.4185159261127644469 1.5010004505592553503 -0.4160919094499598292 -0.034545352875505294655 -0.50088820482944995672 0.41609154993251556975 0.03454543706534266706 -0.50100024237278972806
0 22 0, NULL, 1 22 0, 0 21 0 [0] 0 23 0 [0], 0 22 1 0 22 3, 1.9263956463133797836 5.8994948181807052023 -1.2623849303766103703 2.1186705129905392119 3.1004998295148862297 -1.2538177832966874715 -2.3038540055849439093 5.3457735055399533408 1.5010005107098201015 -2.6961462925127479551 3.654226880794144705 1.5007101840258536551
0 22 1, NULL, 1 22 3, 0 21 1 [1] 0 23 1 [1], 0 22 0 0 22 3, 2.1186705129905392119 3.1004998295148862297 -1.2538177832966874715 1.9263956463133797836 5.8994948181807052023 -1.2623849303766103703 0.92278521713464867204 0.14949394222970976975 -0.50100018323866002401 -0.92278512785899124982 -0.14949385079870533555 -0.50067070670459634663
0 22 3, NULL, 1 22 2, 0 21 3 [3] 0 23 3 [3], 0 22 0 0 22 1, -2.6961462925127479551 3.654226880794144705 1.5007101840258536551 -2.3038540055849439093 5.3457735055399533408 1.5010005107098201015 -0.92278512785899124982 -0.14949385079870533555 -0.50067070670459634663 0.92278521713464867204 0.14949394222970976975 -0.50100018323866002401
0 23 0, NULL, 1 23 0, 0 22 0 [0] 0 24 0 [0], 0 23 1 0 23 3, 3.4896273820595240522 5.9922948339879118506 -2.7494484549056399381 2.8819974912945465206 3.0077028952916782245 -2.8923271948327951009 -2.240180301435776844 5.3114042931177154471 1.5010005093405436316 -2.7598199475870255349 3.68859596173743709 1.5006478716665994088
0 23 1, NULL, 1 23 2, 0 22 1 [1] 0 24 2 [1], 0 23 0 0 23 3, 2.8819974912945465206 3.0077028952916782245 -2.8923271948327951009 3.4896273820595240522 5.9922948339879118506 -2.7494484549056399381 1.1518533344843675525 0.24229389622902364198 -0.50099999888319091124 -1.1518534138384821653 -0.24229382435706103838 -0.50058777986434077612
0 23 3, NULL, 1 23 3, 0 22 3 [3] 0 24 3 [3], 0 23 0 0 23 1, -2.7598199475870255349 3.68859596173743709 1.5006478716665994088 -2.240180301435776844 5.3114042931177154471 1.5010005093405436316 -1.1518534138384821653 -0.24229382435706103838 -0.50058777986434077612 1.1518533344843675525 0.24229389622902364198 -0.50099999888319091124
0 24 0, NULL, 1 24 0, 0 23 0 [0] 0 25 0 [0], 0 24 2 0 24 3, 3.3533919699956800108 6.0606625137860223873 -2.7775986078380219269 2.897089627908993048 2.9393371466933460034 -2.501717417624252704 -2.1746563606024080784 5.3095030592016128068 1.5010000174052768873 -2.8253436347329525802 3.6904969331495887097 1.5005811850593826495
0 24 2, NULL, 1 24 2, 0 23 1 [1] 0 25 2 [2], 0 24 0 0 24 3, 2.897089627908993048 2.9393371466933460034 -2.501717417624252704 3.3533919699956800108 6.0606625137860223873 -2.7775986078380219269 1.2677670687571731544 0.31066027388841671585 -0.50099999924666938079 -1.2677686609776586125 -0.31066089383856410056 -0.50056077817827049348
0 24 3, NULL, 1 24 3, 0 23 3 [3] 0 25 3 [3], 0 24 0 0 24 2, -2.8253436347329525802 3.6904969331495887097 1.5005811850593826495 -2.1746563606024080784 5.3095030592016128068 1.5010000174052768873 -1.2677686609776586125 -0.31066089383856410056 -0.50056077817827049348 1.2677670687571731544 0.31066027388841671585 -0.50099999924666938079
0 25 0, NULL, 1 25 0, 0 24 0 [0] 0 26 0 [0], 0 25 2 0 25 3, 3.2109888707356946113 6.1029106529496859323 -2.8085697051324722829 2.939339003194883837 2.8970846283134137344 -2.1603105569441845014 -2.1893398655811084908 5.2677668974978955063 1.5010000186747718409 -2.8106602806974403386 3.7322328110628322228 1.5005610837578271521
0 25 2, NULL, 1 25 3, 0 24 2 [2] 0 26 2 [2], 0 25 0 0 25 3, 2.939339003194883837 2.8970846283134137344 -2.1603105569441845014 3.2109888707356946113 6.1029106529496859323 -2.8085697051324722829 1.3095031292978671633 0.3253436767295228571 -0.501000096296539299 -1.3095031543201502978 -0.32534359707346904856 -0.50058081115514441173
0 25 3, NULL, 1 25 2, 0 24 3 [3] 0 26 3 [3], 0 25 0 0 25 2, -2.8106602806974403386 3.7322328110628322228 1.5005610837578271521 -2.1893398655811084908 5.2677668974978955063 1.5010000186747718409 -1.3095031543201502978 -0.32534359707346904856 -0.50058081115514441173 1.3095031292978671633 0.3253436767295228571 -0.501000096296539299
0 26 0, NULL, 1 26 0, 0 25 0 [0] 0 27 0 [0], 0 26 2 0 26 3, 1.5211855454646607821 6.1180027744110292431 3.3370661247848465436 1.9922946933204495056 2.8819925498766409965 3.4989993922793329872 -2.257706322213852257 5.1518529738611968937 1.5010000205631908176 -2.7422939583902663508 3.8481462364643403972 1.5005880988389512786
0 26 2, NULL, 1 26 3, 0 25 2 [2] 0 27 2 [2], 0 26 0 0 26 3, 1.9922946933204495056 2.8819925498766409965 3.4989993922793329872 1.5211855454646607821 6.1180027744110292431 3.3370661247848465436 1.3114056017267174958 0.25981892640519493875 -0.62464768973924189588 -1.3114055990125506046 -0.25982018622131897168 -0.6244765096798645665
0 26 3, NULL, 1 26 2, 0 25 3 [3] 0 27 3 [3], 0 26 0 0 26 2, -2.7422939583902663508 3.8481462364643403972 1.5005880988389512786 -2.257706322213852257 5.1518529738611968937 1.5010000205631908176 -1.3114055990125506046 -0.25982018622131897168 -0.6244765096798645665 1.3114056017267174958 0.25981892640519493875 -0.62464768973924189588
0 27 0, NULL, 1 27 0, 0 26 0 [0] 0 28 0 [0], 0 27 2 0 27 3, 1.7559715119739964794 6.1186706595975781652 3.4446576599126550455 1.8994948585821580522 2.8813244707717107218 3.4989995406417491174 -2.3505063237487817674 4.9227846289885954789 1.5010000231000653059 -2.649494140473051651 4.0772135923064878326 1.5006708111410651529
0 27 2, NULL, 1 27 3, 0 26 2 [2] 0 28 2 [2], 0 27 0 0 27 3, 1.8994948585821580522 2.8813244707717107218 3.4989995406417491174 1.7559715119739964794 6.1186706595975781652 3.4446576599126550455 1.3457748878239192968 0.19614551372711580556 -0.62470994853379324674 -1.3457750722669865607 -0.19614587700972094253 -0.62448066468879193103
0 27 3, NULL, 1 27 2, 0 26 3 [3] 0 28 0 [3], 0 27 0 0 27 2, -2.649494140473051651 4.0772135923064878326 1.5006708111410651529 -2.3505063237487817674 4.9227846289885954789 1.5010000231000653059 -1.3457750722669865607 -0.19614587700972094253 -0.62448066468879193103 1.3457748878239192968 0.19614551372711580556 -0.62470994853379324674
0 28 0, NULL, 1 28 0, 0 27 0 [0] 0 27 3 [3] 0 29 0 [0], 0 28 2, -1.4185161306079598909 -0.19617917662006087443 -0.50074076151442470373 1.4185177484940907355 0.19618005788379822007 -0.50100012734864807218
0 28 2, NULL, 1 28 2, 0 27 2 [2] 0 29 2 [2], 0 28 0, 1.4185177484940907355 0.19618005788379822007 -0.50100012734864807218 -1.4185161306079598909 -0.19617917662006087443 -0.50074076151442470373
0 29 0, NULL, 1 29 0, 0 28 0 [0] 0 30 0 [0], 0 29 2, 5.6502794642104534617 -4.0905288826278951575 -4.4989899103878077114 3.349719772061618972 -2.9340884752023503879 -3.4989982244489286068
0 29 2, NULL, 1 29 2, 0 28 2 [2] 0 30 2 [2], 0 29 0, 3.349719772061618972 -2.9340884752023503879 -3.4989982244489286068 5.6502794642104534617 -4.0905288826278951575 -4.4989899103878077114
0 30 0, NULL, 1 30 0, 0 29 0 [0] 0 31 0 [0], 0 30 2, 4.3497212898565713601 -4.0905299300720248113 5.5010009752835458129 3.3497194739532600848 -2.9340886757841020405 3.4989982674997661682
0 30 2, NULL, 1 30 2, 0 29 2 [2] 0 31 2 [2], 0 30 0, 3.3497194739532600848 -2.9340886757841020405 3.4989982674997661682 4.3497212898565713601 -4.0905299300720248113 5.5010009752835458129
0 31 0, NULL, 1 31 0, 0 30 0 [0] 0 32 0 [0] 0 32 3 [2], 0 31 2, 4.2154548204813888645 -4.2034529620471490219 5.50100098446134389 3.2154546108531558701 -2.8944292255617094512 3.4989928513149473054
0 31 2, NULL, 1 31 2, 0 30 2 [2] 0 32 2 [3], 0 31 0, 3.2154546108531558701 -2.8944292255617094512 3.4989928513149473054 4.2154548204813888645 -4.2034529620471490219 5.50100098446134389
0 32 0, NULL, 1 32 0, 0 31 0 [0] 0 33 0 [0], 0 32 2 0 32 3, 4.1005064642524500229 -4.335989675943372923 5.5010010195473846295 3.1005049285447623397 -2.8813274842830098877 3.4989929061685858258 -2.6494941205221462788 4.9227857232579950164 1.9989994662821934934 -2.3505059742892493447 4.0772146006812866048 1.999329258392266162
0 32 2, NULL, 1 32 3, 0 31 2 [3] 0 33 2 [2], 0 32 0 0 32 3, 3.1005049285447623397 -2.8813274842830098877 3.4989929061685858258 4.1005064642524500229 -4.335989675943372923 5.5010010195473846295 1.345774722165314019 -0.19614685249056157402 -0.99928973766741580054 -1.3457744312247028607 0.19614879157951101151 -0.99899960401706267011
